account,permitID,agencyID,permitStatus,desc,permitType,issueDate,year,siteNo,siteStreet,siteSuffix,streetAddress,fullAddress
9.34E+11,1292395,CITY OF HOUSTON,Complete,GARAGE DEMO,Residential Demolition,12/15/2011,2012,8506,HAZEN,ST,8506 HAZEN ST,"8506 HAZEN ST, Houston, Texas"
9.34E+11,1357013,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/10/2013,2014,9719,BERTWOOD,ST,9719 BERTWOOD ST,"9719 BERTWOOD ST, Houston, Texas"
9.35E+11,1,ERROR: KEY NOT FOUND,Complete,DEMO,Residential Demolition,1/28/2003,2006,6135,ANTHA,NA,6135 ANTHA NA,"6135 ANTHA NA, Houston, Texas"
9.35E+11,5,CITY OF DEER PARK,Complete,DEMOLITION PERMIT - MCDONALDS,Commercial Demolition,1/20/2011,2012,1305,CENTER ST,NA,1305 CENTER ST NA,"1305 CENTER ST NA, Houston, Texas"
9.35E+11,1388919,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,2/5/2014,2015,443,GLENCHESTER,ST,443 GLENCHESTER ST,"443 GLENCHESTER ST, Houston, Texas"
9.35E+11,981832,CITY OF HOUSTON,Complete,PARTIAL DEMO OF NON-LOAD  BEARING INTERIOR PARTITI,Residential Demolition,8/10/2005,2006,431,GLENCHESTER,ST,431 GLENCHESTER ST,"431 GLENCHESTER ST, Houston, Texas"
9.35E+11,1290184,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,11/7/2011,2012,403,GLENCHESTER,ST,403 GLENCHESTER ST,"403 GLENCHESTER ST, Houston, Texas"
9.35E+11,1127477,CITY OF HOUSTON,Complete,DEMO RES (GARAGE ONLY),Residential Demolition,11/9/2007,2008,13514,TOSCA,LN,13514 TOSCA LN,"13514 TOSCA LN, Houston, Texas"
9.35E+11,1269991,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,5/19/2011,2012,13506,TOSCA,LN,13506 TOSCA LN,"13506 TOSCA LN, Houston, Texas"
9.35E+11,1250785,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,12/3/2010,2012,13307,TOSCA,LN,13307 TOSCA LN,"13307 TOSCA LN, Houston, Texas"
9.35E+11,1234201,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/3/2010,2011,13319,ALCHESTER,LN,13319 ALCHESTER LN,"13319 ALCHESTER LN, Houston, Texas"
9.35E+11,1127116,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC.,Residential Demolition,9/26/2007,2008,13310,APPLE TREE,RD,13310 APPLE TREE RD,"13310 APPLE TREE RD, Houston, Texas"
9.35E+11,1127189,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC,Residential Demolition,10/8/2007,2008,13323,APPLE TREE,RD,13323 APPLE TREE RD,"13323 APPLE TREE RD, Houston, Texas"
9.35E+11,1409184,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,7/15/2014,2015,13511,APPLE TREE,RD,13511 APPLE TREE RD,"13511 APPLE TREE RD, Houston, Texas"
9.36E+11,1171529,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,11/4/2008,2009,414,WILCREST,DR,414 WILCREST DR,"414 WILCREST DR, Houston, Texas"
9.36E+11,1247670,CITY OF HOUSTON,Complete,DEMO RES / SEWER DISC,Residential Demolition,10/27/2010,2011,9307,FAIRDALE,LN,9307 FAIRDALE LN,"9307 FAIRDALE LN, Houston, Texas"
9.36E+11,1390177,CITY OF HOUSTON,Complete,DEMO RES/NO SEWER DISCONNECT (GARAGE ONLY),Residential Demolition,2/20/2014,2015,6015,ARBOLES,DR,6015 ARBOLES DR,"6015 ARBOLES DR, Houston, Texas"
9.36E+11,1174559,CITY OF HOUSTON,Complete,DEMO  RESIDENCE NO SEWER INVOLVED,Residential Demolition,12/3/2008,2010,6027,LATTIMER,DR,6027 LATTIMER DR,"6027 LATTIMER DR, Houston, Texas"
9.36E+11,1329143,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/17/2012,2013,7518,LEAFTEX,DR,7518 LEAFTEX DR,"7518 LEAFTEX DR, Houston, Texas"
9.36E+11,1188296,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,2/4/2009,2010,5650,DUMFRIES,DR,5650 DUMFRIES DR,"5650 DUMFRIES DR, Houston, Texas"
9.36E+11,1,CITY OF HOUSTON,Complete,Demolition,Residential Demolition,12/15/2003,2005,434,GAYWOOD,NA,434 GAYWOOD NA,"434 GAYWOOD NA, Houston, Texas"
9.36E+11,1378011,CITY OF HOUSTON,Complete,DEMO  RES/SEWER DISC,Residential Demolition,11/15/2013,2015,430,GAYWOOD,DR,430 GAYWOOD DR,"430 GAYWOOD DR, Houston, Texas"
9.36E+11,1389629,CITY OF HOUSTON,Complete,DEMO OF GARAGE ONLY/NO SEWER DISC,Residential Demolition,2/13/2014,2015,12302,QUEENSBURY,LN,12302 QUEENSBURY LN,"12302 QUEENSBURY LN, Houston, Texas"
9.36E+11,1204179,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,8/14/2009,2011,526,HALLIE,DR,526 HALLIE DR,"526 HALLIE DR, Houston, Texas"
9.36E+11,1125906,CITY OF HOUSTON,Complete,DEMO RES GARAGE/NO SEWER DISC REQUIRED,Residential Demolition,5/16/2007,2008,12702,OLD OAKS,DR,12702 OLD OAKS DR,"12702 OLD OAKS DR, Houston, Texas"
9.36E+11,1137942,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,2/21/2008,2009,12703,COBBLESTONE,DR,12703 COBBLESTONE DR,"12703 COBBLESTONE DR, Houston, Texas"
9.36E+11,1122879,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,12/10/2007,2008,12707,COBBLESTONE,DR,12707 COBBLESTONE DR,"12707 COBBLESTONE DR, Houston, Texas"
9.36E+11,1378944,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,11/27/2013,2014,12723,COBBLESTONE,DR,12723 COBBLESTONE DR,"12723 COBBLESTONE DR, Houston, Texas"
9.36E+11,1332626,CITY OF HOUSTON,Complete,DEMO RES / SEWER DISC,Residential Demolition,11/15/2012,2013,12710,COBBLESTONE,DR,12710 COBBLESTONE DR,"12710 COBBLESTONE DR, Houston, Texas"
9.36E+11,1134122,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,1/9/2008,2009,12702,COBBLESTONE,DR,12702 COBBLESTONE DR,"12702 COBBLESTONE DR, Houston, Texas"
9.36E+11,1126003,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,5/31/2007,2008,12703,BROKEN BOUGH,DR,12703 BROKEN BOUGH DR,"12703 BROKEN BOUGH DR, Houston, Texas"
9.36E+11,1369986,CITY OF HOUSTON,Complete,DEMO RES/NO SEWER DISCONNECT NEEDED (GARAGE ONLY),Residential Demolition,9/20/2013,2014,1806,MAUX,DR,1806 MAUX DR,"1806 MAUX DR, Houston, Texas"
9.36E+11,1,BUNKER HILL VILLAGE,Complete,DEMOLITION,Residential Demolition,4/4/2007,2008,11610,STARWOOD,NA,11610 STARWOOD NA,"11610 STARWOOD NA, Houston, Texas"
9.37E+11,1,ERROR: KEY NOT FOUND,Complete,DEMO,Residential Demolition,8/19/2009,2010,2407,ENCREEK,NA,2407 ENCREEK NA,"2407 ENCREEK NA, Houston, Texas"
9.40E+11,1125204,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,1/16/2007,2008,12307,MOSSYCUP,DR,12307 MOSSYCUP DR,"12307 MOSSYCUP DR, Houston, Texas"
9.40E+11,1235056,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/16/2010,2011,12407,MOSSYCUP,DR,12407 MOSSYCUP DR,"12407 MOSSYCUP DR, Houston, Texas"
9.40E+11,1328520,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/9/2012,2013,12414,MOSSYCUP,DR,12414 MOSSYCUP DR,"12414 MOSSYCUP DR, Houston, Texas"
9.40E+11,1374479,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/18/2013,2014,12422,MOSSYCUP,DR,12422 MOSSYCUP DR,"12422 MOSSYCUP DR, Houston, Texas"
9.40E+11,1401398,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,5/22/2014,2015,12307,OLD OAKS,DR,12307 OLD OAKS DR,"12307 OLD OAKS DR, Houston, Texas"
9.40E+11,1405815,CITY OF HOUSTON,Incomplete,DEMO RES/SEWER DISC,Residential Demolition,6/9/2014,2016,12415,OLD OAKS,DR,12415 OLD OAKS DR,"12415 OLD OAKS DR, Houston, Texas"
9.40E+11,1185088,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,1/6/2009,2010,12307,BARRYKNOLL,LN,12307 BARRYKNOLL LN,"12307 BARRYKNOLL LN, Houston, Texas"
9.40E+11,1392981,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,3/13/2014,2015,12346,BARRYKNOLL,LN,12346 BARRYKNOLL LN,"12346 BARRYKNOLL LN, Houston, Texas"
9.40E+11,1426541,CITY OF HOUSTON,Incomplete,DEMO RES/SEWER DISC,Residential Demolition,12/10/2014,2016,5506,ARIEL,ST,5506 ARIEL ST,"5506 ARIEL ST, Houston, Texas"
9.40E+11,1329463,CITY OF HOUSTON,Complete,DEMO GARAGE/SEWER DISC,Residential Demolition,10/19/2012,2013,5515,ARIEL,ST,5515 ARIEL ST,"5515 ARIEL ST, Houston, Texas"
9.40E+11,1406749,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/19/2014,2015,5515,KULDELL,DR,5515 KULDELL DR,"5515 KULDELL DR, Houston, Texas"
9.40E+11,1208467,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/13/2009,2011,1614,LAKESHORE,DR,1614 LAKESHORE DR,"1614 LAKESHORE DR, Houston, Texas"
9.40E+11,1234181,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/2/2010,2011,115,WILCHESTER,BL,115 WILCHESTER BL,"115 WILCHESTER BL, Houston, Texas"
9.40E+11,1267838,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,4/20/2011,2012,110,WILCHESTER,BL,110 WILCHESTER BL,"110 WILCHESTER BL, Houston, Texas"
9.40E+11,1175076,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,12/11/2008,2009,119,CINNAMON OAK,LN,119 CINNAMON OAK LN,"119 CINNAMON OAK LN, Houston, Texas"
9.41E+11,1319972,CITY OF HOUSTON,Complete,GARAGE DEMO- NO SEWER DISC NEEDED,Residential Demolition,8/8/2012,2013,12410,EASTBROOK,DR,12410 EASTBROOK DR,"12410 EASTBROOK DR, Houston, Texas"
9.41E+11,1127402,CITY OF HOUSTON,Complete,DEMO/RES. SEWER DISC,Residential Demolition,10/31/2007,2008,12115,QUEENSBURY,LN,12115 QUEENSBURY LN,"12115 QUEENSBURY LN, Houston, Texas"
9.41E+11,1345997,CITY OF HOUSTON,Incomplete,DEMO BLD/SEWER DISC,Commercial Demolition,3/8/2013,2016,7104,BEECHNUT,ST,7104 BEECHNUT ST,"7104 BEECHNUT ST, Houston, Texas"
9.42E+11,1298803,CITY OF HOUSTON,Complete,RES DEMO/NO SEWER DISC NEEDED SEE 101 COMMENTS (GA,Residential Demolition,2/6/2012,2013,12635,TAYLORCREST,RD,12635 TAYLORCREST RD,"12635 TAYLORCREST RD, Houston, Texas"
9.42E+11,1235558,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/23/2010,2011,12627,TAYLORCREST,RD,12627 TAYLORCREST RD,"12627 TAYLORCREST RD, Houston, Texas"
9.42E+11,1220391,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,3/12/2010,2011,12619,TAYLORCREST,RD,12619 TAYLORCREST RD,"12619 TAYLORCREST RD, Houston, Texas"
9.42E+11,1338014,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,1/16/2013,2014,12611,TAYLORCREST,RD,12611 TAYLORCREST RD,"12611 TAYLORCREST RD, Houston, Texas"
9.42E+11,1318865,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,7/25/2012,2013,12614,PEBBLEBROOK,DR,12614 PEBBLEBROOK DR,"12614 PEBBLEBROOK DR, Houston, Texas"
9.42E+11,1427047,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,12/17/2014,2015,12630,PEBBLEBROOK,DR,12630 PEBBLEBROOK DR,"12630 PEBBLEBROOK DR, Houston, Texas"
9.42E+11,1213172,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,11/20/2009,2010,12638,PEBBLEBROOK,DR,12638 PEBBLEBROOK DR,"12638 PEBBLEBROOK DR, Houston, Texas"
9.42E+11,1207155,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,9/4/2009,2010,12630,TAYLORCREST,RD,12630 TAYLORCREST RD,"12630 TAYLORCREST RD, Houston, Texas"
9.42E+11,1127572,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,11/27/2007,2008,12642,TAYLORCREST,RD,12642 TAYLORCREST RD,"12642 TAYLORCREST RD, Houston, Texas"
9.42E+11,1392431,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,3/21/2014,2015,12650,TAYLORCREST,RD,12650 TAYLORCREST RD,"12650 TAYLORCREST RD, Houston, Texas"
9.42E+11,2,ERROR: KEY NOT FOUND,Complete,DEMO,Residential Demolition,8/17/2009,2010,22102,LE CONTE,NA,22102 LE CONTE NA,"22102 LE CONTE NA, Houston, Texas"
9.42E+11,1243872,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC ( GARAGE ONLY),Residential Demolition,9/15/2010,2011,5518,CHEENA,DR,5518 CHEENA DR,"5518 CHEENA DR, Houston, Texas"
9.42E+11,1226902,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC,Residential Demolition,4/1/2010,2011,13123,HERMITAGE,LN,13123 HERMITAGE LN,"13123 HERMITAGE LN, Houston, Texas"
9.42E+11,1127337,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/25/2007,2008,111,MATISSE,DR,111 MATISSE DR,"111 MATISSE DR, Houston, Texas"
9.42E+11,1350377,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,4/8/2013,2014,107,MATISSE,DR,107 MATISSE DR,"107 MATISSE DR, Houston, Texas"
9.42E+11,1353743,CITY OF HOUSTON,Complete,RESIDENTIAL DEMO FOR FUTURE REMODEL,Residential Demolition,5/20/2013,2014,13114,KIMBERLEY,LN,13114 KIMBERLEY LN,"13114 KIMBERLEY LN, Houston, Texas"
9.42E+11,1331615,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,11/1/2012,2013,13134,KIMBERLEY,LN,13134 KIMBERLEY LN,"13134 KIMBERLEY LN, Houston, Texas"
9.42E+11,1215551,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,1/5/2010,2011,13135,KIMBERLEY,LN,13135 KIMBERLEY LN,"13135 KIMBERLEY LN, Houston, Texas"
9.42E+11,1170104,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/17/2008,2009,5518,CHELTENHAM,DR,5518 CHELTENHAM DR,"5518 CHELTENHAM DR, Houston, Texas"
9.42E+11,1283817,CITY OF HOUSTON,Complete,DEMO OF GARAGE ONLY (NO SD REQ.),Residential Demolition,9/23/2011,2013,5511,CHELTENHAM,DR,5511 CHELTENHAM DR,"5511 CHELTENHAM DR, Houston, Texas"
9.42E+11,1324096,CITY OF HOUSTON,Complete,DEMO EXISTING GARAGE AND BUILD NEW DETACHED GARAGE,Residential Demolition,9/13/2012,2013,5639,VALKEITH,DR,5639 VALKEITH DR,"5639 VALKEITH DR, Houston, Texas"
9.42E+11,1418011,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,9/25/2014,2015,103,FAWNLAKE,DR,103 FAWNLAKE DR,"103 FAWNLAKE DR, Houston, Texas"
9.42E+11,1314402,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/29/2012,2013,118,FAWNLAKE,DR,118 FAWNLAKE DR,"118 FAWNLAKE DR, Houston, Texas"
9.42E+11,1426455,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,12/9/2014,2015,126,FAWNLAKE,DR,126 FAWNLAKE DR,"126 FAWNLAKE DR, Houston, Texas"
9.42E+11,1408809,CITY OF HOUSTON,Complete,DEMO RES,Residential Demolition,7/10/2014,2015,127,GERSHWIN,DR,127 GERSHWIN DR,"127 GERSHWIN DR, Houston, Texas"
9.42E+11,1368939,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,9/10/2013,2014,219,LAKEMERE,ST,219 LAKEMERE ST,"219 LAKEMERE ST, Houston, Texas"
9.42E+11,1289941,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,11/3/2011,2013,203,LAKEMERE,ST,203 LAKEMERE ST,"203 LAKEMERE ST, Houston, Texas"
9.42E+11,1368029,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,8/29/2013,2014,219,RENOIR,DR,219 RENOIR DR,"219 RENOIR DR, Houston, Texas"
9.42E+11,1308647,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,5/7/2012,2013,211,RENOIR,DR,211 RENOIR DR,"211 RENOIR DR, Houston, Texas"
9.42E+11,1126595,CITY OF HOUSTON,Complete,DEMO RES SEWER DISC,Residential Demolition,8/3/2007,2008,12954,HERMITAGE,LN,12954 HERMITAGE LN,"12954 HERMITAGE LN, Houston, Texas"
9.42E+11,1345801,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,3/6/2013,2014,12950,HERMITAGE,LN,12950 HERMITAGE LN,"12950 HERMITAGE LN, Houston, Texas"
9.42E+11,1338018,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,1/16/2013,2014,12902,HERMITAGE,LN,12902 HERMITAGE LN,"12902 HERMITAGE LN, Houston, Texas"
9.42E+11,1208225,CITY OF HOUSTON,Complete,DEMO RES-SEWER DISC,Residential Demolition,10/29/2009,2010,701,HAMBLEN,RD,701 HAMBLEN RD,"701 HAMBLEN RD, Houston, Texas"
9.42E+11,1,HARRIS COUNTY,Complete,HCHA - MAJOR,Residential Demolition,9/13/2008,2009,410,BAY COLONY,DR,410 BAY COLONY DR,"410 BAY COLONY DR, Houston, Texas"
9.42E+11,2,CITY OF LAPORTE,Complete,DEMO HOUSE,Residential Demolition,4/11/2012,2013,3803,SAILFISH,NA,3803 SAILFISH NA,"3803 SAILFISH NA, Houston, Texas"
9.42E+11,1185272,CITY OF HOUSTON,Complete,DEMO RES GARAGE/NO SEWER DISC,Residential Demolition,1/9/2009,2010,5615,CAREW,ST,5615 CAREW ST,"5615 CAREW ST, Houston, Texas"
9.43E+11,1409083,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,7/14/2014,2015,11406,PANAY,DR,11406 PANAY DR,"11406 PANAY DR, Houston, Texas"
9.43E+11,1303247,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,3/16/2012,2013,5434,MADDEN,LN,5434 MADDEN LN,"5434 MADDEN LN, Houston, Texas"
9.43E+11,1282972,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,9/12/2011,2012,9700,HOMESTEAD,RD,9700 HOMESTEAD RD,"9700 HOMESTEAD RD, Houston, Texas"
9.43E+11,1380050,CITY OF HOUSTON,Complete,DEMO RES/ NO SEWER DISC FOR POOL,Residential Demolition,12/5/2013,2014,5106,GLENMEADOW,DR,5106 GLENMEADOW DR,"5106 GLENMEADOW DR, Houston, Texas"
9.43E+11,1125275,CITY OF HOUSTON,Complete,DEMO GARAGE ONLY/NO SEWER DISC,Residential Demolition,1/24/2007,2008,5219,CONTOUR PLACE,NA,5219 CONTOUR PLACE NA,"5219 CONTOUR PLACE NA, Houston, Texas"
9.43E+11,1329870,CITY OF HOUSTON,Complete,DEMO FOR FUTURE REMODEL ONLY.,Residential Demolition,10/25/2012,2013,9002,FERRIS,DR,9002 FERRIS DR,"9002 FERRIS DR, Houston, Texas"
9.43E+11,2,CITY OF SPRING VALLEY,Complete,DEMO OF EXISTING GARAGE,Residential Demolition,8/7/2008,2009,8703,GREEN VALLEY,DR,8703 GREEN VALLEY DR,"8703 GREEN VALLEY DR, Houston, Texas"
9.43E+11,1,CITY OF BAYTOWN,Complete,DEMO,Residential Demolition,6/6/2012,2013,5414,LORRAINE DR,NA,5414 LORRAINE DR NA,"5414 LORRAINE DR NA, Houston, Texas"
9.43E+11,1147118,CITY OF HOUSTON,Complete,DEMO,Residential Demolition,6/4/2008,2009,3010,CLIFFDALE,ST,3010 CLIFFDALE ST,"3010 CLIFFDALE ST, Houston, Texas"
9.44E+11,1142824,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,5/2/2008,2009,13171,BARRYKNOLL,LN,13171 BARRYKNOLL LN,"13171 BARRYKNOLL LN, Houston, Texas"
9.50E+11,1287257,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/12/2011,2012,5330,IMOGENE,ST,5330 IMOGENE ST,"5330 IMOGENE ST, Houston, Texas"
9.50E+11,1,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,7/1/2013,2014,8825,MISSISSIPPI,ST,8825 MISSISSIPPI ST,"8825 MISSISSIPPI ST, Houston, Texas"
9.50E+11,1291050,CITY OF HOUSTON,Complete,DEMO RES / SEWER DISC,Residential Demolition,11/21/2011,2012,12467,BARRYKNOLL,LN,12467 BARRYKNOLL LN,"12467 BARRYKNOLL LN, Houston, Texas"
9.50E+11,1368932,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC.,Residential Demolition,9/9/2013,2014,12450,BARRYKNOLL,LN,12450 BARRYKNOLL LN,"12450 BARRYKNOLL LN, Houston, Texas"
9.50E+11,1414189,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,8/15/2014,2015,12506,WOODTHORPE,LN,12506 WOODTHORPE LN,"12506 WOODTHORPE LN, Houston, Texas"
9.50E+11,1143591,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,5/14/2008,2009,12503,QUEENSBURY,LN,12503 QUEENSBURY LN,"12503 QUEENSBURY LN, Houston, Texas"
9.50E+11,1127339,CITY OF HOUSTON,Complete,DEMO RES SEWER DISC,Residential Demolition,10/25/2007,2008,12507,BARRYKNOLL,LN,12507 BARRYKNOLL LN,"12507 BARRYKNOLL LN, Houston, Texas"
9.50E+11,1126801,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC,Residential Demolition,8/22/2007,2008,12514,BARRYKNOLL,LN,12514 BARRYKNOLL LN,"12514 BARRYKNOLL LN, Houston, Texas"
9.50E+11,1396259,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,4/16/2014,2015,12454,MOOREKNOLL,LN,12454 MOOREKNOLL LN,"12454 MOOREKNOLL LN, Houston, Texas"
9.50E+11,1405368,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/3/2014,2015,12455,MOOREMEADOW,LN,12455 MOOREMEADOW LN,"12455 MOOREMEADOW LN, Houston, Texas"
9.50E+11,1312468,CITY OF HOUSTON,Complete,DEMO RES/NO SEWER DISC NEEDED SEE 101 COMMENTS,Residential Demolition,6/6/2012,2013,12503,MOOREKNOLL,LN,12503 MOOREKNOLL LN,"12503 MOOREKNOLL LN, Houston, Texas"
9.51E+11,1188273,CITY OF HOUSTON,Complete,DEMO BLD /SEWER DISC,Commercial Demolition,2/4/2009,2010,3735,DREXEL,DR,3735 DREXEL DR,"3735 DREXEL DR, Houston, Texas"
9.51E+11,1216893,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,1/26/2010,2011,623,LORNMEAD,DR,623 LORNMEAD DR,"623 LORNMEAD DR, Houston, Texas"
9.51E+11,1424093,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,11/14/2014,2015,635,LORNMEAD,DR,635 LORNMEAD DR,"635 LORNMEAD DR, Houston, Texas"
9.51E+11,1293221,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,12/27/2011,2013,623,ATTINGHAM,DR,623 ATTINGHAM DR,"623 ATTINGHAM DR, Houston, Texas"
9.51E+11,1198945,CITY OF HOUSTON,Complete,SEWER DISCONNECT FOR DEMO APARTMENT POOL,Commercial Demolition,7/7/2009,2011,7606,BELLFORT,ST,7606 BELLFORT ST,"7606 BELLFORT ST, Houston, Texas"
9.51E+11,1320667,CITY OF HOUSTON,Complete,DEMO BLD./SEWER DISC,Commercial Demolition,8/16/2012,2013,7655,BELLFORT,ST,7655 BELLFORT ST,"7655 BELLFORT ST, Houston, Texas"
9.51E+11,1341770,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,2/1/2013,2014,7655,BELLFORT,ST,7655 BELLFORT ST,"7655 BELLFORT ST, Houston, Texas"
9.51E+11,1341771,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,2/1/2013,2014,7655,BELLFORT,ST,7655 BELLFORT ST,"7655 BELLFORT ST, Houston, Texas"
9.51E+11,1341772,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,2/1/2013,2014,7655,BELLFORT,ST,7655 BELLFORT ST,"7655 BELLFORT ST, Houston, Texas"
9.51E+11,1125302,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,1/30/2007,2008,1101,FOREST COVE,DR,1101 FOREST COVE DR,"1101 FOREST COVE DR, Houston, Texas"
9.51E+11,1208676,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/20/2009,2010,1420,MISTLETOE,LN,1420 MISTLETOE LN,"1420 MISTLETOE LN, Houston, Texas"
9.51E+11,1200559,CITY OF HOUSTON,Complete,RESIDENTIAL PARTIAL DEMO FOR FUTURE REMODEL,Residential Demolition,7/30/2009,2010,734,FOREST,DR,734 FOREST DR,"734 FOREST DR, Houston, Texas"
9.51E+11,1313400,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/18/2012,2013,746,FOREST,DR,746 FOREST DR,"746 FOREST DR, Houston, Texas"
9.51E+11,1362592,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,7/12/2013,2014,13907,PEBBLEBROOK,DR,13907 PEBBLEBROOK DR,"13907 PEBBLEBROOK DR, Houston, Texas"
9.51E+11,1346741,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,3/18/2013,2014,13823,PEBBLEBROOK,DR,13823 PEBBLEBROOK DR,"13823 PEBBLEBROOK DR, Houston, Texas"
9.51E+11,1421742,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/28/2014,2015,13902,TAYLORCREST,RD,13902 TAYLORCREST RD,"13902 TAYLORCREST RD, Houston, Texas"
