account,permitID,agencyID,permitStatus,desc,permitType,issueDate,year,siteNo,siteStreet,siteSuffix,streetAddress,fullAddress,lon,lat,address,zip
3.31E+11,1369894,CITY OF HOUSTON,Complete,DEMO RES / SEWER DISC,Residential Demolition,9/19/2013,2014,1005,CORDELL,ST,1005 CORDELL ST,"1005 CORDELL ST, Houston, Texas",-95.3749188,29.8004204,"1005 cordell st, houston, tx 77009, usa",77009
3.93E+11,1,WEST UNIVERSITY PLACE,Complete,DEMO,Residential Demolition,6/8/2007,2008,6419,SEWANEE,NA,6419 SEWANEE NA,"6419 SEWANEE NA, Houston, Texas",-95.4991923,29.7267582,"6419 skyline dr, houston, tx 77057, usa",77057
8.03E+11,1339041,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,1/30/2013,2014,4411,INGERSOLL,ST,4411 INGERSOLL ST,"4411 INGERSOLL ST, Houston, Texas",-95.4501191,29.7316433,"4411 ingersoll st, houston, tx 77027, usa",77027
9.11E+11,1126498,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,7/23/2007,2008,16506,GREENVIEW,DR,16506 GREENVIEW DR,"16506 GREENVIEW DR, Houston, Texas",-95.350759,29.9619,"16506 greenview dr, houston, tx 77032, usa",77032
3.32E+11,1354189,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,5/23/2013,2014,4906,CRAWFORD,ST,4906 CRAWFORD ST,"4906 CRAWFORD ST, Houston, Texas",-95.3812976,29.7272356,"4906 crawford st, houston, tx 77004, usa",77004
4.22E+11,1137739,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISCONNECT,Residential Demolition,2/29/2008,2009,2817,HOHL,ST,2817 HOHL ST,"2817 HOHL ST, Houston, Texas",-95.3417685,29.84486,"2817 hohl st, houston, tx 77093, usa",77093
7.41E+11,1214363,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,12/11/2009,2010,3518,CHARLESTON,ST,3518 CHARLESTON ST,"3518 CHARLESTON ST, Houston, Texas",-95.3650249,29.7055626,"3518 charleston st, houston, tx 77021, usa",77021
1.50E+11,1268557,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,4/29/2011,2012,214,LATHAM,ST,214 LATHAM ST,"214 LATHAM ST, Houston, Texas",-95.319189,29.742647,"214 latham st, houston, tx 77011, usa",77011
3.72E+11,1,ERROR: KEY NOT FOUND,Complete,Demolition,Residential Demolition,9/25/2003,2005,3309,DREW,NA,3309 DREW NA,"3309 DREW NA, Houston, Texas",-95.353319,29.73287,"3309 drew st, houston, tx 77004, usa",77004
9.64E+11,1393042,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,3/14/2014,2015,14006,PEBBLEBROOK,DR,14006 PEBBLEBROOK DR,"14006 PEBBLEBROOK DR, Houston, Texas",-95.5905714,29.7741602,"14006 pebblebrook dr, houston, tx 77079, usa",77079
8.52E+11,1417033,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,9/10/2014,2015,5902,SAXON,DR,5902 SAXON DR,"5902 SAXON DR, Houston, Texas",-95.4767366,29.8261375,"5902 saxon dr, houston, tx 77092, usa",77092
2.00E+11,1122339,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,12/3/2007,2008,2619,YALE,ST,2619 YALE ST,"2619 YALE ST, Houston, Texas",-95.399663,29.810777,"2619 yale st, houston, tx 77008, usa",77008
3.70E+11,2,CITY OF BELLAIRE,Complete,DEMO,Commercial Demolition,8/9/2011,2012,4548,BISSONNET ST,NA,4548 BISSONNET ST NA,"4548 BISSONNET ST NA, Houston, Texas",-95.454272,29.714855,"4548 bissonnet st #200, bellaire, tx 77401, usa",77401
3.00E+11,1405885,CITY OF HOUSTON,Complete,DEMO RES / SEWER DISC,Residential Demolition,6/9/2014,2015,8011,PENROD,ST,8011 PENROD ST,"8011 PENROD ST, Houston, Texas",-95.280053,29.825986,"8011 penrod st, houston, tx 77028, usa",77028
7.31E+11,1367795,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,8/28/2013,2014,2105,MACONDA,LN,2105 MACONDA LN,"2105 MACONDA LN, Houston, Texas",-95.4376335,29.7463185,"2105 maconda ln, houston, tx 77027, usa",77027
2.00E+11,1,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,8/9/2012,2013,826,26TH,ST,826 26TH ST,"826 26TH ST, Houston, Texas",-95.413431,29.809581,"826 w 26th st, houston, tx 77008, usa",77008
1.30E+12,1139125,CITY OF HOUSTON,Complete,DEMO COMM/ SEWER DISC.,Commercial Demolition,3/17/2008,2009,2525,VOSS,RD,2525 VOSS RD,"2525 VOSS RD, Houston, Texas",-95.4998219,29.7399428,"2525 s voss rd, houston, tx 77057, usa",77057
8.42E+11,1249423,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,11/10/2010,2011,13201,FARADAY,DR,13201 FARADAY DR,"13201 FARADAY DR, Houston, Texas",-95.402197,29.616667,"13201 faraday dr, houston, tx 77047, usa",77047
4.11E+11,1267256,CITY OF HOUSTON,Complete,DEMO APT/SEWER DISC,Commercial Demolition,4/13/2011,2012,5525,GASMER,DR,5525 GASMER DR,"5525 GASMER DR, Houston, Texas",-95.476583,29.650249,"5525 gasmer dr, houston, tx 77035, usa",77035
7.31E+11,1346341,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,3/13/2013,2014,1211,CHIPPENDALE,RD,1211 CHIPPENDALE RD,"1211 CHIPPENDALE RD, Houston, Texas",-95.4300781,29.8218436,"1211 chippendale rd, houston, tx 77018, usa",77018
7.20E+11,1207771,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/13/2009,2010,4501,BRICKER,ST,4501 BRICKER ST,"4501 BRICKER ST, Houston, Texas",-95.359452,29.673693,"4501 bricker st, houston, tx 77051, usa",77051
2.10E+11,1418613,CITY OF HOUSTON,Complete,DEMO BLD/SEWE DISC,Commercial Demolition,9/4/2014,2015,501,YALE,ST,501 YALE ST,"501 YALE ST, Houston, Texas",-95.3991542,29.7808161,"501 yale st, houston, tx 77007, usa",77007
6.60E+11,1166787,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,9/22/2008,2009,1315,SUE BARNETT,DR,1315 SUE BARNETT DR,"1315 SUE BARNETT DR, Houston, Texas",-95.4163528,29.8288472,"1315 sue barnett dr, houston, tx 77018, usa",77018
6.91E+11,1277309,CITY OF HOUSTON,Complete,DEMO RES /SEWER DISC,Residential Demolition,7/7/2011,2012,3850,RUTH,ST,3850 RUTH ST,"3850 RUTH ST, Houston, Texas",-95.3513153,29.7168397,"3850 ruth st, houston, tx 77004, usa",77004
7.41E+11,1283220,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,9/15/2011,2012,637,SAM,ST,637 SAM ST,"637 SAM ST, Houston, Texas",-95.4110748,29.8604329,"637 sam st, houston, tx 77091, usa",77091
6.22E+11,1309142,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,5/14/2012,2013,821,LAWRENCE,ST,821 LAWRENCE ST,"821 LAWRENCE ST, Houston, Texas",-95.4071063,29.78617,"821 lawrence st, houston, tx 77007, usa",77007
1.41E+11,1125836,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,5/7/2007,2008,1112,GROSS,ST,1112 GROSS ST,"1112 GROSS ST, Houston, Texas",-95.4064292,29.7558581,"1112 gross st, houston, tx 77019, usa",77019
5.24E+11,1236951,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,7/13/2010,2011,1009,PEDEN,ST,1009 PEDEN ST,"1009 PEDEN ST, Houston, Texas",-95.3911126,29.7523224,"1009 peden st, houston, tx 77006, usa",77006
1.00E+12,1366700,CITY OF HOUSTON,Complete,APT DEMO/SEWER DISC,Commercial Demolition,8/13/2013,2014,611,DAIRY ASHFORD,ST,611 DAIRY ASHFORD ST,"611 DAIRY ASHFORD ST, Houston, Texas",-95.6076198,29.7685823,"611 dairy ashford rd, houston, tx 77079, usa",77079
3.73E+11,1185185,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,1/8/2009,2010,3431,BREMOND,ST,3431 BREMOND ST,"3431 BREMOND ST, Houston, Texas",-95.349935,29.734135,"3431 bremond st, houston, tx 77004, usa",77004
6.02E+11,981520,CITY OF HOUSTON,Complete,RESIDENTIAL REMODEL AND REPAIRS.,Residential Demolition,7/1/2005,2006,2154,INWOOD,DR,2154 INWOOD DR,"2154 INWOOD DR, Houston, Texas",-95.4130591,29.7531196,"2154 inwood dr, houston, tx 77019, usa",77019
4.61E+11,1137160,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,2/21/2008,2009,8417,FULTON,ST,8417 FULTON ST,"8417 FULTON ST, Houston, Texas",-95.376237,29.836939,"8417 fulton st, houston, tx 77022, usa",77022
7.20E+11,1320259,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,8/10/2012,2013,3618,UNDERWOOD,ST,3618 UNDERWOOD ST,"3618 UNDERWOOD ST, Houston, Texas",-95.4323126,29.6998479,"3618 underwood st, houston, tx 77025, usa",77025
2.32E+11,17,CITY OF LAPORTE,Complete,DEMO - 412 N 11TH ST,Commercial Demolition,12/4/2012,2014,412,11TH ST,NA,412 11TH ST NA,"412 11TH ST NA, Houston, Texas",-95.4017193,29.7904133,"412 w 11th st, houston, tx 77008, usa",77008
7.73E+11,1290159,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,11/7/2011,2012,3310,LA SALLE,ST,3310 LA SALLE ST,"3310 LA SALLE ST, Houston, Texas",-95.4433438,29.7355526,"3310 la salle st, houston, tx 77027, usa",77027
7.31E+11,1317809,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,7/10/2012,2013,1534,CHANTILLY,LN,1534 CHANTILLY LN,"1534 CHANTILLY LN, Houston, Texas",-95.4386568,29.8315838,"1534 chantilly ln, houston, tx 77018, usa",77018
6.42E+11,1385495,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC (GARAGE ONLY),Residential Demolition,1/29/2014,2015,2407,REBA,DR,2407 REBA DR,"2407 REBA DR, Houston, Texas",-95.4159846,29.744363,"2407 reba dr, houston, tx 77019, usa",77019
3.42E+11,1249141,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,11/5/2010,2011,8420,HANSEN,RD,8420 HANSEN RD,"8420 HANSEN RD, Houston, Texas",-95.2592006,29.6468374,"8420 hansen rd, houston, tx 77075, usa",77075
9.36E+11,1125906,CITY OF HOUSTON,Complete,DEMO RES GARAGE/NO SEWER DISC REQUIRED,Residential Demolition,5/16/2007,2008,12702,OLD OAKS,DR,12702 OLD OAKS DR,"12702 OLD OAKS DR, Houston, Texas",-95.5564572,29.7700719,"12702 old oaks dr, houston, tx 77024, usa",77024
3.53E+11,1353759,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,5/20/2013,2014,9625,FULTON,ST,9625 FULTON ST,"9625 FULTON ST, Houston, Texas",-95.378736,29.846902,"9625 fulton st, houston, tx 77076, usa",77076
1.30E+11,1312745,CITY OF HOUSTON,Complete,DEMO RES / NO SEWER DISC  (GARAGE ONLY),Residential Demolition,6/8/2012,2013,4722,MCKINNEY,ST,4722 MCKINNEY ST,"4722 MCKINNEY ST, Houston, Texas",-95.3281623,29.7391244,"4722 mckinney st, houston, tx 77023, usa",77023
5.91E+11,1345545,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,3/1/2013,2014,6738,LONG,DR,6738 LONG DR,"6738 LONG DR, Houston, Texas",-95.3081676,29.6856247,"6738 long dr, houston, tx 77087, usa",77087
6.00E+11,1174989,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,12/10/2008,2010,7451,CAYTON,ST,7451 CAYTON ST,"7451 CAYTON ST, Houston, Texas",-95.2903844,29.6631137,"7451 cayton st, houston, tx 77061, usa",77061
6.60E+11,1126593,CITY OF HOUSTON,Complete,DEMO RES/GARAGE NO SEWER DISC,Residential Demolition,8/3/2007,2008,122,JULIA,ST,122 JULIA ST,"122 JULIA ST, Houston, Texas",-95.3745027,29.8343157,"122 julia st, houston, tx 77022, usa",77022
7.01E+11,1373752,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/11/2013,2014,5110,ANTHA,ST,5110 ANTHA ST,"5110 ANTHA ST, Houston, Texas",-95.3167242,29.849204,"5110 antha st, houston, tx 77016, usa",77016
1.31E+12,1164264,CITY OF HOUSTON,Complete,DEMO RES / SEWER DISC,Residential Demolition,8/4/2008,2009,1306,PEDEN,ST,1306 PEDEN ST,"1306 PEDEN ST, Houston, Texas",-95.3962582,29.7525266,"1306 peden st, houston, tx 77006, usa",77006
7.62E+11,1125283,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,1/25/2007,2009,4005,PIPING ROCK,LN,4005 PIPING ROCK LN,"4005 PIPING ROCK LN, Houston, Texas",-95.4448175,29.7451443,"4005 piping rock ln, houston, tx 77027, usa",77027
7.91E+11,1323997,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,9/12/2012,2013,7634,KNOLL,ST,7634 KNOLL ST,"7634 KNOLL ST, Houston, Texas",-95.289527,29.8347417,"7634 w knoll st, houston, tx 77028, usa",77028
8.43E+11,1190432,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,3/9/2009,2010,523,ELECTRA,DR,523 ELECTRA DR,"523 ELECTRA DR, Houston, Texas",-95.5661992,29.7713087,"523 electra dr, houston, tx 77024, usa",77024
2.60E+11,1240473,CITY OF HOUSTON,Complete,DEMO FEE TEST,Commercial Demolition,8/5/2010,2011,3300,MAIN,ST,3300 MAIN ST,"3300 MAIN ST, Houston, Texas",-95.3780953,29.740604,"3300 main st, houston, tx 77002, usa",77002
4.22E+11,1336581,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,12/27/2012,2014,2842,LIBERTY,RD,2842 LIBERTY RD,"2842 LIBERTY RD, Houston, Texas",-95.3407691,29.7842409,"2842 liberty rd, houston, tx 77026, usa",77026
6.50E+11,1,ERROR: KEY NOT FOUND,Complete,DEMO,Residential Demolition,8/19/2009,2010,9702,MAREK,NA,9702 MAREK NA,"9702 MAREK NA, Houston, Texas",-95.416334,29.904755,"9702 marek dr, houston, tx 77038, usa",77038
1.18E+12,4,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,11/10/2014,2015,3320,KIRBY,DR,3320 KIRBY DR,"3320 KIRBY DR, Houston, Texas",-95.4187602,29.7352396,"3320 kirby dr, houston, tx 77098, usa",77098
3.91E+11,7,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,5/22/2014,2015,1325,LAIRD,ST,1325 LAIRD ST,"1325 LAIRD ST, Houston, Texas",-95.4110369,29.79488,"1325 laird st, houston, tx 77008, usa",77008
3.51E+11,4,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,11/10/2014,2015,2407,PRINCETON,ST,2407 PRINCETON ST,"2407 PRINCETON ST, Houston, Texas",-95.3872802,29.8085337,"2407 princeton st, houston, tx 77009, usa",77009
6.02E+11,1125731,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,4/18/2007,2008,20,TIEL,WA,20 TIEL WA,"20 TIEL WA, Houston, Texas",-95.4106539,29.76116,"20 tiel way, houston, tx 77019, usa",77019
2.50E+11,1421043,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/16/2014,2015,4814,CAROLINE,ST,4814 CAROLINE ST,"4814 CAROLINE ST, Houston, Texas",-95.3831378,29.7296872,"4814 caroline st, houston, tx 77004, usa",77004
8.37E+11,2,BUNKER HILL VILLAGE,Complete,DEMO,Residential Demolition,3/28/2007,2008,7,LEISURE,NA,7 LEISURE NA,"7 LEISURE NA, Houston, Texas",-95.3848591,29.7365031,"401 branard st #117, houston, tx 77006, usa",77006
22030000001,1229003,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,4/28/2010,2011,908,NAGLE,ST,908 NAGLE ST,"908 NAGLE ST, Houston, Texas",-95.3501393,29.7488019,"908 nagle st, houston, tx 77003, usa",77003
3.51E+11,3,CITY OF HOUSTON,Complete,DEMO DUPLEX/SEWER DISC,Residential Demolition,6/25/2007,2008,830,24TH,ST,830 24TH ST,"830 24TH ST, Houston, Texas",-95.3881884,29.8079743,"830 e 24th st, houston, tx 77009, usa",77009
1.08E+12,1324300,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,9/17/2012,2013,12218,GREENSHIRE,DR,12218 GREENSHIRE DR,"12218 GREENSHIRE DR, Houston, Texas",-95.3527715,29.6255952,"12218 greenshire dr, houston, tx 77048, usa",77048
8.21E+11,1270448,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,5/26/2011,2012,534,WESTMONT,DR,534 WESTMONT DR,"534 WESTMONT DR, Houston, Texas",-95.2001857,29.7764568,"534 westmont dr, houston, tx 77015, usa",77015
1.12E+12,1123717,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,12/20/2007,2009,2728,GLEN HAVEN,BL,2728 GLEN HAVEN BL,"2728 GLEN HAVEN BL, Houston, Texas",-95.421355,29.70156,"2728 glen haven blvd, houston, tx 77025, usa",77025
8.04E+11,1409008,CITY OF HOUSTON,Complete,RESIDENTIAL SWIMMING POOL DEMOLITION,Residential Demolition,7/11/2014,2015,9725,TAPPENBECK,DR,9725 TAPPENBECK DR,"9725 TAPPENBECK DR, Houston, Texas",-95.5308487,29.7937987,"9725 tappenbeck dr, houston, tx 77055, usa",77055
3.91E+11,2,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,4/28/2008,2009,1102,15TH,ST,1102 15TH ST,"1102 15TH ST, Houston, Texas",-95.4085791,29.7977428,"1102 w 15th st, houston, tx 77008, usa",77008
9.75E+11,1275004,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/21/2011,2012,14122,KIMBERLEY,LN,14122 KIMBERLEY LN,"14122 KIMBERLEY LN, Houston, Texas",-95.5933621,29.776477,"14122 kimberley ln, houston, tx 77079, usa",77079
7.30E+11,1308520,CITY OF HOUSTON,Complete,DEMO RES/SEWE DISC,Residential Demolition,5/4/2012,2013,9135,ELIZABETH,RD,9135 ELIZABETH RD,"9135 ELIZABETH RD, Houston, Texas",-95.5154357,29.7900232,"9135 elizabeth rd, houston, tx 77055, usa",77055
6.60E+11,1200480,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,7/29/2009,2010,7002,BONITA,ST,7002 BONITA ST,"7002 BONITA ST, Houston, Texas",-95.322916,29.823189,"7002 bonita st, houston, tx 77016, usa",77016
1.52E+11,1127528,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,11/16/2007,2008,621,20TH,ST,621 20TH ST,"621 20TH ST, Houston, Texas",-95.4089882,29.8040382,"621 w 20th st, houston, tx 77008, usa",77008
1.02E+11,2,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/26/2007,2008,5517,DARLING,ST,5517 DARLING ST,"5517 DARLING ST, Houston, Texas",-95.4207822,29.7796253,"5517 darling st, houston, tx 77007, usa",77007
1.60E+11,1136046,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,2/5/2008,2009,3424,JEFFERSON,ST,3424 JEFFERSON ST,"3424 JEFFERSON ST, Houston, Texas",-95.3484511,29.7387145,"3424 jefferson st, houston, tx 77003, usa",77003
3.51E+11,1374772,CITY OF HOUSTON,Complete,DEMO RES /SEWER DISC,Residential Demolition,10/23/2013,2014,2811,COLUMBIA,ST,2811 COLUMBIA ST,"2811 COLUMBIA ST, Houston, Texas",-95.3937242,29.8128531,"2811 columbia st, houston, tx 77008, usa",77008
1.02E+11,1307611,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,4/25/2012,2013,5218,DARLING,ST,5218 DARLING ST,"5218 DARLING ST, Houston, Texas",-95.41458,29.78011,"5218 darling st, houston, tx 77007, usa",77007
1.91E+11,1123869,CITY OF HOUSTON,Complete,DEMO RES SEWER DSIC,Residential Demolition,12/26/2007,2008,2918,LIVE OAK,ST,2918 LIVE OAK ST,"2918 LIVE OAK ST, Houston, Texas",-95.3623999,29.735028,"2918 live oak st, houston, tx 77004, usa",77004
3.92E+11,1345950,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,3/7/2013,2014,3312,CREEKMONT,DR,3312 CREEKMONT DR,"3312 CREEKMONT DR, Houston, Texas",-95.429237,29.8428296,"3312 creekmont dr, houston, tx 77091, usa",77091
9.52E+11,1288137,CITY OF HOUSTON,Complete,SEWER DISC / GRADE AND FILL FOR RESIDENTIAL POOL D,Residential Demolition,10/25/2011,2012,5542,VALKEITH,DR,5542 VALKEITH DR,"5542 VALKEITH DR, Houston, Texas",-95.4824098,29.6722279,"5542 valkeith dr, houston, tx 77096, usa",77096
1.12E+12,1317617,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,7/6/2012,2014,4222,LOCKFIELD,ST,4222 LOCKFIELD ST,"4222 LOCKFIELD ST, Houston, Texas",-95.4878737,29.8319175,"4222 lockfield st, houston, tx 77092, usa",77092
8.91E+11,1414547,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,8/21/2014,2015,614,WYCLIFFE,DR,614 WYCLIFFE DR,"614 WYCLIFFE DR, Houston, Texas",-95.5742401,29.7745777,"614 wycliffe dr, houston, tx 77079, usa",77079
3.91E+11,2,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,4/28/2008,2009,1102,15TH,ST,1102 15TH ST,"1102 15TH ST, Houston, Texas",-95.4085791,29.7977428,"1102 w 15th st, houston, tx 77008, usa",77008
1.15E+12,2,ERROR: KEY NOT FOUND,Complete,RESIDENTIAL DEMO,Residential Demolition,1/1/2011,2011,5675,DE SOTO,ST,5675 DE SOTO ST,"5675 DE SOTO ST, Houston, Texas",-95.471185,29.853752,"5675 de soto st, houston, tx 77091, usa",77091
7.62E+11,1427438,CITY OF HOUSTON,Complete,DEMO RES / SEWER DISC,Residential Demolition,12/23/2014,2015,3230,ROCHDALE,ST,3230 ROCHDALE ST,"3230 ROCHDALE ST, Houston, Texas",-95.4288747,29.6817148,"3230 rochdale st, houston, tx 77025, usa",77025
7.31E+11,1413409,CITY OF HOUSTON,Incomplete,DEMO RES / SEWER DISC,Residential Demolition,8/4/2014,2016,2310,ALTHEA,DR,2310 ALTHEA DR,"2310 ALTHEA DR, Houston, Texas",-95.451552,29.8240217,"2310 althea dr, houston, tx 77018, usa",77018
7.30E+11,1125250,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,1/19/2007,2008,4018,MERRICK,ST,4018 MERRICK ST,"4018 MERRICK ST, Houston, Texas",-95.441171,29.697118,"4018 merrick st, houston, tx 77025, usa",77025
2.83E+11,1246464,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/8/2010,2011,3926,DOVER,ST,3926 DOVER ST,"3926 DOVER ST, Houston, Texas",-95.280654,29.684015,"3926 dover ave, houston, tx 77087, usa",77087
1.23E+12,13,CITY OF HOUSTON,Complete,DEMO BLD/ SEWER DISC,Commercial Demolition,11/20/2007,2009,611,LINK,RD,611 LINK RD,"611 LINK RD, Houston, Texas",-95.3787291,29.8083318,"611 link rd, houston, tx 77009, usa",77009
1.02E+11,2,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/26/2007,2008,5517,DARLING,ST,5517 DARLING ST,"5517 DARLING ST, Houston, Texas",-95.4207822,29.7796253,"5517 darling st, houston, tx 77007, usa",77007
6.02E+11,1203978,CITY OF HOUSTON,Complete,GARAGE ONLY DEMO RES/SEWER DISC,Residential Demolition,8/11/2009,2010,2424,STANMORE,DR,2424 STANMORE DR,"2424 STANMORE DR, Houston, Texas",-95.4161891,29.7500376,"2424 stanmore dr, houston, tx 77019, usa",77019
7.92E+11,1263257,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,3/23/2011,2012,1014,RIVER BEND,DR,1014 RIVER BEND DR,"1014 RIVER BEND DR, Houston, Texas",-95.5033189,29.7559669,"1014 river bend dr, houston, tx 77063, usa",77063
1.92E+11,1321625,CITY OF HOUSTON,Incomplete,DEMO BLD/SEWER DISC,Commercial Demolition,8/30/2012,2016,2305,ALABAMA,ST,2305 ALABAMA ST,"2305 ALABAMA ST, Houston, Texas",-95.3682955,29.7311461,"2305 alabama st, houston, tx 77004, usa",77004
7.20E+11,1358419,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/25/2013,2014,5629,SHIRLEY,LN,5629 SHIRLEY LN,"5629 SHIRLEY LN, Houston, Texas",-95.3089231,29.9456293,"5629 shirley ln, houston, tx 77032, usa",77032
4.40E+11,1369292,CITY OF HOUSTON,Complete,DEMO COMMERICAL/SEWER DISC,Commercial Demolition,9/12/2013,2014,3300,SAM HOUSTON,PK,3300 SAM HOUSTON PK,"3300 SAM HOUSTON PK, Houston, Texas",-95.157189,29.7793388,"3300 sam houston tollway, houston, tx 77015, usa",77015
3.91E+11,1401030,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,5/19/2014,2015,1327,LAIRD,ST,1327 LAIRD ST,"1327 LAIRD ST, Houston, Texas",-95.4110339,29.7950275,"1327 laird st, houston, tx 77008, usa",77008
6.32E+11,1392650,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISCONNECT,Residential Demolition,3/26/2014,2015,2212,SAUER,ST,2212 SAUER ST,"2212 SAUER ST, Houston, Texas",-95.356843,29.738251,"2212 sauer st, houston, tx 77004, usa",77004
2.61E+11,1220432,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,3/12/2010,2011,1406,WORMS,ST,1406 WORMS ST,"1406 WORMS ST, Houston, Texas",-95.3311785,29.7738086,"1406 worms st, houston, tx 77020, usa",77020
2.72E+11,1166470,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISCO,Residential Demolition,9/8/2008,2009,1918,MAURY,ST,1918 MAURY ST,"1918 MAURY ST, Houston, Texas",-95.349485,29.779303,"1918 maury st, houston, tx 77026, usa",77026
8.35E+11,1,ERROR: KEY NOT FOUND,Complete,RES DWG DEMO,Residential Demolition,8/3/2011,2011,939,GATESIDE,DR,939 GATESIDE DR,"939 GATESIDE DR, Houston, Texas",-95.3771472,29.948477,"939 gateside dr, houston, tx 77032, usa",77032
4.51E+11,1268856,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,5/4/2011,2012,7350,CALHOUN,RD,7350 CALHOUN RD,"7350 CALHOUN RD, Houston, Texas",-95.353333,29.680202,"7350 calhoun rd, houston, tx 77033, usa",77033
1.30E+12,1134290,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,1/11/2008,2009,5508,NOLDA,ST,5508 NOLDA ST,"5508 NOLDA ST, Houston, Texas",-95.4209472,29.7764431,"5508 nolda st, houston, tx 77007, usa",77007
