"account","permitID","agencyID","permitStatus","desc","stateClass","permitType","propertyType","issueDate","year","siteNo","sitePrefix","siteStreet","siteType","siteSuffix","siteApt"
"0201320000006","2","000","C","DWG DEMO","A1","13",NA,"12/30/1899",2006,NA,NA,NA,NA,NA,NA
"0201330000020","2","061","C","DEMO","A3","13",NA,"12/30/1899",2007,NA,NA,NA,NA,NA,NA
"0201330000021","1","061","C","DEMO","A1","13",NA,"12/30/1899",2007,NA,NA,NA,NA,NA,NA
"0201340000002","1136821","061","C","DEMO RES (GARAGE ONLY)",NA,"13",NA,"02/15/2008",2009,"1543",NA,"ARLINGTON",NA,"ST",NA
"0201340000008","1165513","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"08/22/2008",2009,"1519",NA,"ARLINGTON",NA,"ST",NA
"0201340000009","1191614","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"03/25/2009",2010,"1511",NA,"ARLINGTON",NA,"ST",NA
"0201340000009","1191616","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"03/25/2009",2010,"1513",NA,"ARLINGTON",NA,"ST",NA
"0201350000015","1126196","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"06/21/2007",2008,"1504",NA,"HARVARD",NA,"ST",NA
"0201370000006","1321189","061","C","DEMO RES /SEWER DISC (GARAGE ONLY)",NA,"13",NA,"08/24/2012",2013,"1525",NA,"HEIGHTS",NA,"BL",NA
"0201370000029","1","061","C","CK SQ FT","A1","13",NA,"08/24/2004",2005,NA,NA,NA,NA,NA,NA
"0201380000015","1369133","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"09/11/2013",2014,"1512",NA,"ALLSTON",NA,"ST",NA
"0201390000001","1275494","061","C","DEMO RES GARAGE APARTMENT ONLY/SEWER DISC",NA,"13",NA,"06/28/2011",2012,"238","W","16TH",NA,"ST",NA
"0201400000004","1",NA,"C","DEMO GARAGE APT","A1","13",NA,"12/30/1899",2014,NA,NA,NA,NA,NA,NA
"0201410000029","1325173","061","C","GARAGE DEMO NO SEWER DISCONNECT NEEDED",NA,"13",NA,"09/27/2012",2013,"1530",NA,"ASHLAND",NA,"ST",NA
"0201410000029","1357366","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"06/12/2013",2014,"1530",NA,"ASHLAND",NA,"ST",NA
"0201420000009","1352366","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"05/02/2013",2014,"1525",NA,"ASHLAND",NA,"ST",NA
"0201420000030","1","000","C","DEMO","A1","13",NA,"02/22/2007",2007,NA,NA,NA,NA,NA,NA
"0201420000033","1414956","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"08/28/2014",2015,"1540",NA,"WAVERLY",NA,"ST",NA
"0201430000011","1367559","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"08/23/2013",2014,"1517",NA,"WAVERLY",NA,"ST",NA
"0201430000029","1420388","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"10/07/2014",2015,"1536",NA,"NICHOLSON",NA,"ST",NA
"0201430000030","1193135","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"04/21/2009",2010,"1538",NA,"NICHOLSON",NA,"ST",NA
"0201430000039","1125855","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"05/08/2007",2008,"450","W","16TH",NA,"ST",NA
"0201440000029","1313621","061","C","RES DEMO/SEWER DISC",NA,"13",NA,"06/20/2012",2013,"1533",NA,"HERKIMER",NA,"ST",NA
"0201450000001","1287858","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"10/21/2011",2012,"1438",NA,"HERKIMER",NA,"ST",NA
"0201450000004","1","000","C","DEMO","A1","13",NA,"01/01/2008",2008,NA,NA,NA,NA,NA,NA
"0201450000007","1200474","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"07/29/2009",2010,"1422",NA,"HERKIMER",NA,"ST",NA
"0201450000007","1236962","061","C","DEMO GARAGE/NO SEWER DISC",NA,"13",NA,"07/13/2010",2011,"1422",NA,"HERKIMER",NA,"ST",NA
"0201450000015","1254693","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"01/06/2011",2012,"1406",NA,"HERKIMER",NA,"ST",NA
"0201450000019","1","000","C","DEMO","A1","13",NA,"01/01/2009",2009,NA,NA,NA,NA,NA,NA
"0201460000012","1171236","061","C","RES DEMO /SEWER DISC",NA,"13",NA,"10/31/2008",2009,"1415",NA,"WAVERLY",NA,"ST",NA
"0201460000017","1367177","061","C","DEMO RES/ SEWER DISC",NA,"13",NA,"08/19/2013",2014,"1401",NA,"WAVERLY",NA,"ST",NA
"0201460000022","1397441","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"04/22/2014",2015,"711","W","14TH",NA,"ST",NA
"0201460000022","1397588","061","C","DEMO RES/SEWER DISC    (GARAGE APT)",NA,"13",NA,"04/29/2014",2015,"1416",NA,"NICHOLSON",NA,"ST",NA
"0201460000022","1428440","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"06/03/2014",2015,"1416",NA,"NICHOLSON",NA,"ST",NA
"0201460000028","1229344","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"05/04/2010",2011,"1428",NA,"NICHOLSON",NA,"ST",NA
"0201470000014","1420493","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"10/08/2014",2015,"1411",NA,"ASHLAND",NA,"ST",NA
"0201470000027","1357339","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"06/12/2013",2014,"1424",NA,"WAVERLY",NA,"ST",NA
"0201480000005","1138776","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"03/12/2008",2009,"1439",NA,"TULANE",NA,"ST",NA
"0201480000006","2","000","C","DEMO","C1","13","R","01/05/2005",2005,NA,NA,NA,NA,NA,NA
"0201480000016","1125705","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"04/16/2007",2008,"1405",NA,"TULANE",NA,"ST",NA
"0201480000017","1","000","C","DEMO","A1","13",NA,"04/15/2009",2009,NA,NA,NA,NA,NA,NA
"0201480000017","1260249","061","C","RESIDENTIAL PARTIAL INTERIOR DEMO",NA,"13",NA,"02/10/2011",2012,"1401",NA,"TULANE",NA,"ST",NA
"0201480000022","1","000","C","DEMO","A1","13",NA,"12/30/1899",2008,NA,NA,NA,NA,NA,NA
"0201490000021","1","000","C","DEMO","A1","13",NA,"01/01/2008",2008,NA,NA,NA,NA,NA,NA
"0201490000022","1312751","061","C","DEMO RES/SEWER DISC (GARAGE ONLY)",NA,"13",NA,"06/08/2012",2013,"1412",NA,"TULANE",NA,"ST",NA
"0201490000029","1","000","C","DEMO","A1","13",NA,"01/01/2008",2008,NA,NA,NA,NA,NA,NA
"0201490000031","2","000","C","DEMO","C1","13",NA,"02/22/2007",2007,NA,NA,NA,NA,NA,NA
"0201500000004","1396857","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"04/24/2014",2015,"1433",NA,"ALLSTON",NA,"ST",NA
"0201510000022","1207433","061","C","DEMO APT / SEWER DISC",NA,"33",NA,"10/20/2009",2011,"218","W","15TH",NA,"ST","BLD 4"
"0201520000026","1161826","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"07/18/2008",2009,"1440",NA,"YALE",NA,"ST",NA
"0201520000027","1260261","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"02/10/2011",2012,"1444",NA,"YALE",NA,"ST",NA
"0201530000001","1274281","061","C","DEMO GARAGE/NO SEWER DISC NEEDED",NA,"13",NA,"06/10/2011",2013,"1445",NA,"HARVARD",NA,"ST",NA
"0201530000014","2","000","C","DEMO DWG","C3","13",NA,"10/28/2005",2006,NA,NA,NA,NA,NA,NA
"0201530000020","2","000","C","DEMO","C1","13",NA,"02/21/2006",2006,NA,NA,NA,NA,NA,NA
"0201540000004","2",NA,"C","DEMO","A1","13",NA,"12/30/1899",2011,NA,NA,NA,NA,NA,NA
"0201540000008","1127414","061","C","DEMO RES/ SEWER DISC",NA,"13",NA,"11/01/2007",2008,"1417",NA,"CORTLANDT",NA,"ST",NA
"0201540000017","1138784","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"03/12/2008",2009,"1420",NA,"HARVARD",NA,"ST",NA
"0201540000018","1141001","061","C","DEMO RES/ SEWER DISC",NA,"13",NA,"04/09/2008",2009,"1424",NA,"HARVARD",NA,"ST",NA
"0201540000021","1","061","C","DEMO","A1","13",NA,"12/30/1899",2007,NA,NA,NA,NA,NA,NA
"0201550000005","1","000","C","DEMO","X3","13",NA,"12/30/1899",2011,NA,NA,NA,NA,NA,NA
"0201550000006","1","000","C","DEMO","X3","13",NA,"12/30/1899",2011,NA,NA,NA,NA,NA,NA
"0201560000008","1","000","C","Disaster Repair","A1","13","R","07/22/2002",2005,"1415",NA,"COLUMBIA","ST",NA,NA
"0201560000016","1378164","061","C","DEMO RES/NO SEWER DISC NEEDED",NA,"13",NA,"11/19/2013",2014,"1416",NA,"ARLINGTON",NA,"ST",NA
"0201560000024","1126444","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"07/13/2007",2008,"1448",NA,"ARLINGTON",NA,"ST",NA
"0201570000001","1199738","061","C","DEMO RES/SEWER DISC NOT REQUIRED FOR GARAGE ONLY",NA,"13",NA,"07/17/2009",2010,"1447",NA,"OXFORD",NA,"ST",NA
"0201570000008","1196939","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"06/09/2009",2010,"1417",NA,"OXFORD",NA,"ST",NA
"0201570000016","1","000","C","DEMO","A1","13",NA,"01/01/2009",2009,NA,NA,NA,NA,NA,NA
"0201570000017","1318083","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"07/13/2012",2013,"1420",NA,"COLUMBIA",NA,"ST",NA
"0201570000021","1","000","C","DEMO","C3","13",NA,"10/28/2005",2006,NA,NA,NA,NA,NA,NA
"0201590000009","1364061","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"07/30/2013",2014,"1408",NA,"OXFORD",NA,"ST",NA
"0201590000012","1364049","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"07/30/2013",2014,"607","E","14TH",NA,"ST",NA
"0201590000017","1358310","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"06/25/2013",2014,"1402",NA,"OXFORD",NA,"ST","1"
"0201590000017","1364052","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"07/30/2013",2014,"1404",NA,"OXFORD",NA,"ST",NA
"0201640000022","1410099","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"07/25/2014",2015,"1330",NA,"CORTLANDT",NA,"ST",NA
"0201640000022","1410100","061","C","DEMO APT/SEWER DISC",NA,"33",NA,"09/29/2009",2010,"1328",NA,"CORTLANDT",NA,"ST",NA
"0201640000023","1373069","061","C","RESIDENTIAL PARTIAL DEMO",NA,"13",NA,"10/02/2013",2015,"1332",NA,"CORTLANDT",NA,"ST",NA
"0201640000023","1410100","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"07/25/2014",2015,"1332",NA,"CORTLANDT",NA,"ST",NA
"0201640000024","1318201","061","C","DEMO RES/SEWER DISC (GARAGE APARTMENT)",NA,"13",NA,"07/16/2012",2013,"310","E","14TH",NA,"ST",NA
"0201650000009","1","000","C","DEMO DWG CD2","A1","13",NA,"12/30/1899",2006,NA,NA,NA,NA,NA,NA
"0201650000011","3","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"12/08/2009",2011,"1309",NA,"CORTLANDT",NA,"ST",NA
"0201650000013","1414109","061","C","DEMO RES/SEWER DISC (GARAGE ONLY)",NA,"13",NA,"08/15/2014",2015,"203","E","13TH",NA,"ST",NA
"0201660000002","2","000","C","DEMO","A1","13",NA,"12/09/2004",2005,NA,NA,NA,NA,NA,NA
"0201670000004","1136723","061","C","DEMO RES/ SEWER DISC.",NA,"13",NA,"02/13/2008",2009,"1333",NA,"HEIGHTS",NA,"BL",NA
"0201670000004","1229332","061","C","DEMO RES GARAGE/SEWER DISC",NA,"13",NA,"05/04/2010",2011,"1333",NA,"HEIGHTS",NA,"BL",NA
"0201680000011","1296213","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"01/17/2012",2013,"1301",NA,"YALE",NA,"ST",NA
"0201680000019","1126864","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"08/29/2007",2008,"1326",NA,"ALLSTON",NA,"ST",NA
"0201680000027","1166614","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"09/10/2008",2009,"221","W","13TH",NA,"ST",NA
"0201700000025","1144864","061","C","DEMO RES GARAGE/ NO SEWER DISC",NA,"13",NA,"05/30/2008",2009,"1318",NA,"TULANE",NA,"ST",NA
"0201700000039","1283146","061","C","DEMO RES/SEWER DISC           (GARAGE APT)",NA,"13",NA,"09/14/2011",2012,"409","W","13TH",NA,"ST",NA
"0201710000004","1342074","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"02/05/2013",2014,"1339",NA,"TULANE",NA,"ST",NA
"0201710000026","2","000","C","DEMO","A1","13",NA,"02/22/2007",2007,NA,NA,NA,NA,NA,NA
"0201710000026","1162026","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"07/23/2008",2009,"1322",NA,"ASHLAND",NA,"ST",NA
"0201720000003","1","000","C","DEMO","A1","13",NA,"01/22/2008",2008,NA,NA,NA,NA,NA,NA
"0201720000008","1303071","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"03/15/2012",2013,"1321",NA,"ASHLAND",NA,"ST",NA
"0201720000009","1","000","C","DEMO GARAGE","A1","13",NA,"12/30/1899",2013,NA,NA,NA,NA,NA,NA
"0201720000032","1","000","C","DEMO","A1","13",NA,"11/21/2013",2014,NA,NA,NA,NA,NA,NA
"0201720000032","1377333","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"11/07/2013",2014,"1338",NA,"WAVERLY",NA,"ST",NA
"0201730000004","1126647","061","C","DEMO RES /SEWER DISC",NA,"13",NA,"08/07/2007",2008,"1337",NA,"WAVERLY",NA,"ST",NA
"0201730000007","1","000","C","DEMO","A1","43",NA,"08/04/2009",2010,NA,NA,NA,NA,NA,NA
"0201730000009","1422042","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"10/31/2014",2015,"1329",NA,"WAVERLY",NA,"ST",NA
"0201730000015","1413857","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"08/11/2014",2015,"715","W","13TH",NA,"ST",NA
"0201730000016","1406837","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"06/19/2014",2015,"1305",NA,"WAVERLY",NA,"ST",NA
"0201730000038","1323498","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"09/05/2012",2013,"717","W","13TH",NA,"ST",NA
"0201730000041","1379749","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"12/02/2013",2014,"714","W","14TH",NA,"ST",NA
"0201730000042","1","000","C","DEMO","A1","43",NA,"08/04/2009",2010,NA,NA,NA,NA,NA,NA
"0201740000001","1126461","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"07/16/2007",2008,"822","W","14TH",NA,"ST",NA
"0201740000016","2",NA,"C","DEMO GARAGE","A1","13",NA,"12/30/1899",2015,NA,NA,NA,NA,NA,NA
"0201740000024","2",NA,"C","DEMO","C1","13",NA,"12/30/1899",2014,NA,NA,NA,NA,NA,NA
"0201740000024","1377294","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"11/07/2013",2014,"1311",NA,"HERKIMER",NA,"ST",NA
"0201740000045","2","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"10/02/2013",2014,"1339",NA,"HERKIMER",NA,"ST",NA
"0201740000046","2","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"10/02/2013",2014,"1339",NA,"HERKIMER",NA,"ST",NA
"0201750000106","1","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"09/29/2010",2011,"1220",NA,"HERKIMER",NA,"ST",NA
"0201760000022","1","000","C","DEMO","A1","13",NA,"01/01/2009",2008,NA,NA,NA,NA,NA,NA
"0201760000034","1295687","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"01/06/2012",2013,"1246",NA,"NICHOLSON",NA,"ST",NA
"0201760000035","1281946","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"08/24/2011",2012,"720","W","13TH",NA,"ST",NA
"0201760000040","2",NA,"C","DEMO 2N BUILDING","A1","13",NA,"12/30/1899",2012,NA,NA,NA,NA,NA,NA
"0201770000026","1","000","C","DEMO","A1","13",NA,"02/21/2007",2007,NA,NA,NA,NA,NA,NA
"0201770000028","1320552","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"08/15/2012",2013,"1230",NA,"WAVERLY",NA,"ST",NA
"0201770000038","1335428","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"12/10/2012",2013,"611","W","12TH",NA,"ST",NA
"0201780000004","1281947","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"08/24/2011",2012,"1235",NA,"TULANE",NA,"ST",NA
"0201790000006","1281379","061","C","RESIDENTIAL DEMO FOR FUTURE REMODEL",NA,"13",NA,"08/17/2011",2012,"1231",NA,"RUTLAND",NA,"ST",NA
"0201790000009","1","000","C","DEMO","C1","13",NA,"06/23/2005",2005,NA,NA,NA,NA,NA,NA
"0201790000016","1389408","061","C","DEMO BLD/ SEWER DISC",NA,"33",NA,"02/11/2014",2015,"1205",NA,"RUTLAND",NA,"ST",NA
"0201800000006","2","000","C","DEMO","A1","13",NA,"01/25/2006",2006,NA,NA,NA,NA,NA,NA
"0201800000028","1","000","C","DEMO","A1","13",NA,"03/23/2006",2006,NA,NA,NA,NA,NA,NA
"0201800000029","1","000","C","DEMO","A1","13",NA,"01/01/2008",2009,NA,NA,NA,NA,NA,NA
"0201800000029","1137585","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"02/27/2008",2009,"1232",NA,"RUTLAND",NA,"ST",NA
"0201810000018","1125474","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"03/01/2007",2008,"1222",NA,"ALLSTON",NA,"ST",NA
"0201810000019","1123349","061","C","DEMO RRG1",NA,"13",NA,"12/14/2007",2008,"1230",NA,"ALLSTON",NA,"ST",NA
"0201830000019","1133895","061","C","DEMO RES /SEWER DISC.",NA,"13",NA,"01/04/2008",2009,"1226",NA,"HEIGHTS",NA,"BL",NA
"0201840000002","2","000","C","DEMO DWG","A1","13",NA,"12/30/1899",2006,NA,NA,NA,NA,NA,NA
"0201840000002","1405396","061","C","DEMO OF RESIDENTIAL GARAGE",NA,"13",NA,"06/03/2014",2015,"1243",NA,"CORTLANDT",NA,"ST",NA
"0201840000006","1","000","C","DEMO","A1","13",NA,"01/01/2008",2008,NA,NA,NA,NA,NA,NA
"0201840000008","2","061","C","DEMO","A1","13",NA,"12/30/1899",2007,NA,NA,NA,NA,NA,NA
"0201850000008","1","000","C","DEMO","C1","13",NA,"01/01/2008",2008,NA,NA,NA,NA,NA,NA
"0201850000018","2","061","C","DEMO","A1","13",NA,"12/30/1899",2007,NA,NA,NA,NA,NA,NA
"0201860000009","1","000","C","DEMO","C3","13",NA,"10/28/2005",2006,NA,NA,NA,NA,NA,NA
"0201860000016","1","000","C","DEMO","A1","13",NA,"01/01/2008",2008,NA,NA,NA,NA,NA,NA
"0201860000019","1146923","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"06/26/2008",2009,"1228",NA,"ARLINGTON",NA,"ST",NA
"0201870000003","1126194","061","C","DEMO RES/NO SEWER DISC",NA,"13",NA,"06/20/2007",2009,"1235",NA,"OXFORD",NA,"ST",NA
"0201870000010","1424862","061","C","DEMO RES/NO SEWER DISCONNECT (SHED ONLY)",NA,"13",NA,"11/26/2014",2015,"1209",NA,"OXFORD",NA,"ST",NA
"0201870000015","1","061","C","DEMO","A1","13",NA,"12/30/1899",2007,NA,NA,NA,NA,NA,NA
"0201870000022","1","000","C","DEMO","C3","13",NA,"10/28/2003",2006,NA,NA,NA,NA,NA,NA
"0201870000024","1127465","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"11/08/2007",2008,"1246",NA,"COLUMBIA",NA,"ST",NA
"0201870000025","1","000","C","DEMO COMM.","F1","13",NA,"03/10/2007",2007,NA,NA,NA,NA,NA,NA
"0201870000027","1","000","C","DEMO","A1","13",NA,"07/20/2004",2005,NA,NA,NA,NA,NA,NA
"0201890000005","1306137","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"04/05/2012",2013,"606","E","12TH 1/2",NA,"ST","A"
"0201890000015","1256004","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"01/28/2011",2012,"615","E","12TH",NA,"ST",NA
"0201920000004","1193915","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"05/01/2009",2010,"1131",NA,"OXFORD",NA,"ST",NA
"0201920000010","1126154","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"06/18/2007",2008,"1109",NA,"OXFORD",NA,"ST",NA
"0201930000024","1","061","C","DEMO","A1","13",NA,"12/30/1899",2007,NA,NA,NA,NA,NA,NA
"0201940000006","1357823","061","C","DEMO RES /SEWER DISC",NA,"13",NA,"06/18/2013",2014,"1127",NA,"ARLINGTON",NA,"ST",NA
"0201940000018","1125205","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"01/16/2007",2008,"1122",NA,"CORTLANDT",NA,"ST",NA
"0201950000003","1291467","061","C","SEWER DISC ONLY",NA,"13",NA,"11/30/2011",2012,"1135",NA,"CORTLANDT",NA,"ST",NA
"0201950000003","1291469","061","C","SEWER DISC/ APT DEMO",NA,"13",NA,"11/30/2011",2012,"1131",NA,"CORTLANDT",NA,"ST",NA
"0201950000019","1","000","C","DEMO DWGS","A1","13",NA,"12/30/1899",2006,NA,NA,NA,NA,NA,NA
"0201970000020","1","000","C","DEMO EXTRA FEATURES","A1","13",NA,"08/18/2008",2009,NA,NA,NA,NA,NA,NA
"0201980000005","1221544","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"03/30/2010",2011,"1131",NA,"YALE",NA,"ST",NA
"0201980000007","1220716","061","C","GARAGE DEMO ONLY",NA,"13",NA,"03/17/2010",2011,"1123",NA,"YALE",NA,"ST",NA
"0201980000025","1126281","061","C","DEMO OF CANOPY/NO SEWER DISC NEEDED",NA,"33",NA,"06/27/2007",2008,"1101",NA,"YALE",NA,"ST",NA
"0202000000013","1","000","C","DEMO","B2","13",NA,"01/25/2006",2006,NA,NA,NA,NA,NA,NA
"0202010000009","1380369","061","C","DEMO GARARGE/ NO SEWER DISC",NA,"13",NA,"12/10/2013",2014,"1117",NA,"TULANE",NA,"ST",NA
"0202010000014","1424898","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"11/26/2014",2015,"1107",NA,"TULANE",NA,"ST",NA
"0202010000027","1133813","061","C","DEMO RES GARAGE/NO SEWER DISC REQ",NA,"13",NA,"01/03/2008",2009,"1128",NA,"ASHLAND",NA,"ST",NA
"0202010000029","1126002","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"05/31/2007",2008,"1130",NA,"ASHLAND",NA,"ST",NA
"0202020000005","1319110","061","C","DEMO RES/SEWER DISC (GARAGE ONLY)",NA,"13",NA,"07/27/2012",2013,"1135",NA,"ASHLAND",NA,"ST",NA
"0202020000005","1424363","061","M","DEMO RES/SEWER DISC",NA,"13",NA,"11/19/2014",2016,"1135",NA,"ASHLAND",NA,"ST",NA
"0202020000013","1413858","061","C","DEMO BLD/SEWER DISC",NA,"33",NA,"08/11/2014",2015,"1111",NA,"ASHLAND",NA,"ST",NA
"0202030000009","1367028","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"08/16/2013",2014,"1123",NA,"WAVERLY",NA,"ST",NA
"0202030000034","1295553","061","C","DEMO RES / SEWER DISC",NA,"13",NA,"01/05/2012",2013,"1144",NA,"NICHOLSON",NA,"ST",NA
"0202030000035","1349367","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"04/17/2013",2014,"720","W","12TH",NA,"ST",NA
"0202040000006","1122980","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"12/11/2007",2008,"1132",NA,"HERKIMER",NA,"ST",NA
"0202040000006","1284365","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"09/07/2011",2012,"1128",NA,"HERKIMER",NA,"ST",NA
"0202040000014","1281820","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"08/23/2011",2012,"801","W","11TH",NA,"ST",NA
"0202040000014","1281821","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"08/23/2011",2012,"809","W","11TH",NA,"ST",NA
"0202040000032","1125213","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"01/16/2007",2008,"1129",NA,"HERKIMER",NA,"ST",NA
"0202050000014","1190211","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"03/04/2009",2010,"1010",NA,"HERKIMER",NA,"ST",NA
"0202050000015","1219904","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"03/08/2010",2011,"1008",NA,"HERKIMER",NA,"ST",NA
"0202050000019","1","000","C","DEMO","A1","13",NA,"01/01/2008",2008,NA,NA,NA,NA,NA,NA
"0202050000024","1216211","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"01/15/2010",2011,"1015",NA,"HERKIMER",NA,"ST",NA
"0202050000031","1","000","C","DEMO","A1","13",NA,"01/01/2008",2008,NA,NA,NA,NA,NA,NA
"0202050000035","1124060","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"12/31/2007",2009,"1033",NA,"HERKIMER",NA,"ST",NA
"0202050000036","1420342","061","M","DEMO RES/SEWER DISC",NA,"13",NA,"10/07/2014",2016,"1035",NA,"HERKIMER",NA,"ST",NA
"0202050000050","2","000","C","DEMO DWG","A1","13",NA,"08/30/2010",2011,NA,NA,NA,NA,NA,NA
"0202050000058","4","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"07/30/2008",2009,"1021",NA,"HERKIMER",NA,"ST",NA
"0202050000059","4","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"07/30/2008",2009,"1021",NA,"HERKIMER",NA,"ST",NA
"0202060000010","1342053","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"02/05/2013",2014,"1023",NA,"WAVERLY",NA,"ST",NA
"0202060000017","1244075","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"09/17/2010",2011,"1001",NA,"WAVERLY",NA,"ST",NA
"0202060000022","1357626","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"06/14/2013",2014,"1010",NA,"NICHOLSON",NA,"ST",NA
"0202060000034","1142710","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"05/01/2008",2010,"712","W","11TH",NA,"ST",NA
"0202060000050","6","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"06/14/2013",2014,"1010",NA,"NICHOLSON",NA,"ST",NA
"0202060000051","6","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"06/14/2013",2014,"1010",NA,"NICHOLSON",NA,"ST",NA
"0202070000025","1273624","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"06/02/2011",2012,"1018",NA,"WAVERLY",NA,"ST",NA
"0202070000027","1254729","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"01/07/2011",2012,"1024",NA,"WAVERLY",NA,"ST",NA
"0202070000029","1302493","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"03/07/2012",2013,"1030",NA,"WAVERLY",NA,"ST",NA
"0202070000040","4","061","C","RES DEMO / SEWER DISC",NA,"33",NA,"12/15/2008",2009,"1040",NA,"WAVERLY",NA,"ST",NA
"0202070000040","5","061","C","DEMO RES/SEWER DISC",NA,"33",NA,"12/15/2008",2009,"1040",NA,"WAVERLY",NA,"ST",NA
"0202070000041","1","061","C","DEMO RES/SEWER DISC",NA,"13",NA,"03/07/2012",2013,"1030",NA,"WAVERLY",NA,"ST",NA
